ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
1086,pet_other_mentions_metastasis,BOOLEAN,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",BOOLEAN,True,10871,72,99.338,False,False,False,False,True | False,,,,,,,,,
1087,pet_other_ned_statement,BOOLEAN,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",BOOLEAN,True,10871,72,99.338,False,False,False,False,True | False,,,,,,,,,
1088,pet_other_exam_type,VARCHAR,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",VARCHAR,True,10871,72,99.338,False,False,False,False,PET/CT | PET_unclassified,2.0,72.0,0.0,0.0,72.0,0.0,False,0.0,
1089,pet_other_extraction_method,VARCHAR,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",VARCHAR,True,10871,72,99.338,False,False,False,False,regex_from_other,1.0,72.0,0.0,0.0,72.0,0.0,False,0.0,
1090,nucmed_indication_first,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",VARCHAR,True,10871,1120,89.697,False,False,False,False,"thyroid goiter, mediastinal mass. | thyroid cancer follicular thyroid cancer status post left lobectomy september 1… | c73-thyroid cancer (cmshcc) comparison: none findings: patient presented to the… | concern for primary hyperparathyroidism; ca 10.9 ( | thyroid cancer status post total thyroidectomy.",892.0,1120.0,66.0,0.0,1120.0,0.0,False,0.0,
1091,nucmed_indication_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",VARCHAR,True,10871,1120,89.697,False,False,False,False,"thyroid goiter, mediastinal mass. | follicular thyroid cancer status post completion thyroidectomy 9192023. | c73-thyroid cancer (cmshcc) comparison: none findings: patient presented to the… | concern for primary hyperparathyroidism; ca 10.9 ( | thyroid cancer status post total thyroidectomy and i-131 ablation therapy on 51…",897.0,1120.0,73.0,0.0,1120.0,0.0,False,0.0,
1092,nucmed_impression_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM impressions (Lane 37). LAST_VALUE / DISTINCT ON `nucmed_impression_*`/`nucmed_findings_*` keyed by parsed scan DATE; `nucmed_n_with_impression` counts rows with LENGTH>5.,VARCHAR,True,10871,835,92.319,False,False,False,False,"anterior mediastinal mass shows thyroid uptake, consistent with substernal goit… | 82.4 mci na i-131 ablation therapy for thyroid cancer as described above. | radioiodine therapy administration as noted. the above report was created using… | 1. findings compatible with a 1.0 x 1.0 cm left inferior parathyroid adenoma. 2… | 1. focal uptake in the thyroid bed, as expected. 2. no evidence of metastatic d…",718.0,835.0,126.0,0.0,835.0,0.0,False,0.0,
1093,nucmed_findings_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM impressions (Lane 37). LAST_VALUE / DISTINCT ON `nucmed_impression_*`/`nucmed_findings_*` keyed by parsed scan DATE; `nucmed_n_with_impression` counts rows with LENGTH>5.,VARCHAR,True,10871,886,91.85,False,False,False,False,"calculated thyroid uptake was 10% at 4 hours and 21% at 24 hours. normal uptake… | i-123 images demonstrate focal uptake in the thyroid bed the uptake in the thyr… | patient presented to the radiology nuclear medicine department today, and recei… | immediate and delayed static images of the neckchest demonstrate a focal area o… | whole body planar images demonstrate focal uptake in the thyroid bed, as expect…",835.0,886.0,219.0,0.0,886.0,0.0,False,0.0,
1094,nucmed_tsh_max,DOUBLE,verified,derivation_vs_canonical_labs_tsh_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM TSH (Lane 37). Parses TSH embedded in NM `lab_summary` text (218/219 regex). Stimulation threshold BOOLEAN uses **30 mIU/L** parity with `_nucmed_labs_parsed_v1.tsh_is_stimulated`. Cross-check against `canonical_labs_tsh_v1` is secondary for **NM-derived** subsets.,DOUBLE,True,10871,431,96.035,True,False,False,False,0.22 | 40.0 | 1.2 | 121.72 | 1.27,,,,,,,,,
1095,nucmed_tsh_is_stimulated,BOOLEAN,verified,derivation_vs_canonical_labs_tsh_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM TSH (Lane 37). Parses TSH embedded in NM `lab_summary` text (218/219 regex). Stimulation threshold BOOLEAN uses **30 mIU/L** parity with `_nucmed_labs_parsed_v1.tsh_is_stimulated`. Cross-check against `canonical_labs_tsh_v1` is secondary for **NM-derived** subsets.,BOOLEAN,True,10871,431,96.035,True,False,False,False,False | True,,,,,,,,,
1096,nucmed_tgab_max,DOUBLE,verified,derivation_vs_canonical_labs_thyroglobulin_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM-stim tg/tgab (Lane 37). Regex parse from NM `lab_summary`/`scan_present` + Script 347 `canonical_labs_thyroglobulin_v1` for `nucmed_tgab_max` / `_source` pathways (detail_table_registry feeds).,DOUBLE,True,10871,2602,76.065,True,False,False,False,1.8 | 0.9 | 2.5 | 2.2 | 1077.8,,,,,,,,,
1097,nucmed_uptake_pct_max,DOUBLE,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 uptake (Lane 37). **`nucmed_uptake_24hr_max`** coerced from `uptake_24hour` STRUCTURED column (207-style DOUBLE TRY_CAST vs varchar staging). **`nucmed_uptake_pct_max`** takes MAX over 24hr% + fallback `uptake_general` strip-% path (219 `nucmed_uptake_*` CTE logic). Cross-concept NM uptake vs **`rai_avidity` / `rai_avid_flag`** is orthogonal — **leave `rai_*` to mig_142.**,DOUBLE,True,10871,599,94.49,True,False,False,False,10.0 | 20.0 | 0.6 | 24.8 | 0.4,,,,,,,,,
1098,nucmed_dose_max_parsed,DOUBLE,verified,cross_validate_dose_nucmed_vs_rai,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM doses (Lane 37). Parsed from NM report narrative (219 regex `administration of|administered … mCi`); SUM where parsed dose_mci >10 treated as therapeutic. Pre-apply cross-sum vs `rai_total_cumulative_dose_mci`: 48 overlapping patients — 40 pairs >10% rel diff — **CF-mig147-NUCMED-VS-RAI-DOSE-SOURCE-SPLIT**. Verification = NM-lineage fidelity; RAI column is episodic SSOT.,DOUBLE,True,10871,309,97.158,True,False,False,False,82.4 | 100.2 | 200.4 | 199.5 | 100.0,,,,,,,,,
1100,nucmed_n_doses_parsed,INTEGER,verified,cross_validate_dose_nucmed_vs_rai,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM doses (Lane 37). Parsed from NM report narrative (219 regex `administration of|administered … mCi`); SUM where parsed dose_mci >10 treated as therapeutic. Pre-apply cross-sum vs `rai_total_cumulative_dose_mci`: 48 overlapping patients — 40 pairs >10% rel diff — **CF-mig147-NUCMED-VS-RAI-DOSE-SOURCE-SPLIT**. Verification = NM-lineage fidelity; RAI column is episodic SSOT.,INTEGER,True,10871,1148,89.44,False,False,True,False,0 | 2 | 1 | 3,,,,,,,,,
1101,nucmed_n_with_indication,INTEGER,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",INTEGER,True,10871,1148,89.44,False,False,True,False,1 | 5 | 3 | 2 | 4,,,,,,,,,
1102,nucmed_n_with_impression,INTEGER,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM impressions (Lane 37). LAST_VALUE / DISTINCT ON `nucmed_impression_*`/`nucmed_findings_*` keyed by parsed scan DATE; `nucmed_n_with_impression` counts rows with LENGTH>5.,INTEGER,True,10871,1148,89.44,False,False,True,False,1 | 4 | 2 | 3 | 0,,,,,,,,,
1103,nucmed_overall_assessment,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 `nucmed_overall_assessment` (Lane 37). Severity ladder ranks exam-level classes then applies MAX rank → patient VARCHAR (`metastasis_mentioned`/`NED`/`thyroid_bed_only`/`other`).,VARCHAR,True,10871,1148,89.44,False,False,False,False,other | metastasis_mentioned | NED | thyroid_bed_only,4.0,1148.0,0.0,0.0,1148.0,0.0,False,0.0,
1104,lnus_has_dedicated_exam,BOOLEAN,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,BOOLEAN,True,10871,61,99.439,False,False,False,False,True,,,,,,,,,
1105,lnus_n_exams,INTEGER,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,INTEGER,True,10871,61,99.439,False,False,True,False,1 | 4 | 2 | 3,,,,,,,,,
1106,lnus_first_date,DATE,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,DATE,True,10871,10,99.908,False,True,False,False,11-09-17 | 11-09-20 | 5-05-20 | 5-11-20 | 9-04-20,,,,,,,,,
1107,lnus_last_date,DATE,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,DATE,True,10871,10,99.908,False,True,False,False,11-09-17 | 11-09-20 | 5-05-20 | 5-11-20 | 9-04-20,,,,,,,,,
1108,lnus_indication_first,VARCHAR,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,VARCHAR,True,10871,60,99.448,False,False,False,False,"C73-Thyroid cancer (CMS/HCC) | thyroid cancer, C73-Thyroid cancer (CMS/HCC) | C73-Papillary thyroid carcinoma (CMS/HCC). | C73-Thyroid cancer (CMS/HCC). The patient has a history of thyroid cancer treat… | Z85.850-History of papillary adenocarcinoma of thyroid.",56.0,60.0,0.0,0.0,60.0,0.0,False,0.0,
1109,lnus_impression_last,VARCHAR,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,VARCHAR,True,10871,57,99.476,False,False,False,False,"Status post total thyroidectomy.

Abnormal rounded region of tissue in the left… | Status post total thyroidectomy.
No lymph nodes suspicious for malignancy are i… | 1.  There are two lesions in the thyroid gland, one in the isthmus and one in t… | Lymph nodes imaged on today's study labeled 1 through 4 continue to have a susp… | 1.There are abnormal lymph nodes bilaterally which overall are considered mildl…",56.0,57.0,5.0,0.0,57.0,0.0,False,0.0,
1110,lnus_abnormal_ln_any,BOOLEAN,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,BOOLEAN,True,10871,61,99.439,False,False,False,True,False | True,,,,,,,,,
1111,lnus_normal_ln_any,BOOLEAN,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,BOOLEAN,True,10871,61,99.439,False,False,False,True,False | True,,,,,,,,,
1112,lnus_has_size_measurement,BOOLEAN,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,BOOLEAN,True,10871,61,99.439,True,False,False,False,True | False,,,,,,,,,
1114,nsqip_operation_date,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,True,False,False,12/11/2023 | 03/01/2023 | 06/13/2023 | 07/27/2023 | 08/15/2024,918.0,0.0,0.0,0.0,1261.0,0.0,False,1261.0,
1115,nsqip_match_method,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,EXISTING_LINKAGE | MRN_DATE_EXACT | MRN_DOB_MULTISURGERY | MRN_DATE_DISAMBIG,4.0,1261.0,0.0,0.0,1261.0,0.0,False,0.0,
1116,nsqip_readmission_count,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,True,False,0 | 1 | 2,,,,,,,,,
1117,nsqip_unplanned_readmission_count,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,True,False,0 | 1 | 2,,,,,,,,,
1118,nsqip_related_readmission_count,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,True,False,0 | 1 | 2,,,,,,,,,
1119,nsqip_first_readmission_date,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,29,99.733,False,True,False,False,08/18/2024 | 03/07/2023 | 02/20/2024 | 05/05/2024 | 06/15/2024,29.0,0.0,0.0,0.0,29.0,0.0,False,29.0,
1120,nsqip_hypocalcemia,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,943,91.326,False,False,False,False,No | Yes | Unknown,3.0,943.0,0.0,0.0,943.0,2.0,False,0.0,
1121,nsqip_hypocalcemia_predischarge,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,945,91.307,False,False,False,False,No | Yes | Unknown,3.0,945.0,0.0,0.0,945.0,2.0,False,0.0,
1122,nsqip_hypocalcemia_postdischarge,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,943,91.326,False,False,False,False,No | Yes | Unknown,3.0,943.0,0.0,0.0,943.0,2.0,False,0.0,
1123,nsqip_hypocalcemia_event,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,689,93.662,False,False,False,False,No | Yes,2.0,689.0,0.0,0.0,689.0,2.0,True,0.0,
1124,nsqip_hypocalcemia_event_type,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,33,99.696,False,False,False,False,"IV calcium supplementation | Emergent evaluation in clinical office/emergency dept | IV calcium supplementation,Emergent evaluation in clinical office/emergency dep… | IV calcium supplementation,Emergent evaluation in clinical office/emergency dept | Readmitted for low calcium",5.0,33.0,0.0,0.0,33.0,0.0,False,0.0,
1125,nsqip_iv_calcium,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,257,97.636,True,False,False,False,No/Unknown | Yes- subsequently during patient’s course prior to 30 days | Yes- prior to initial discharge,3.0,257.0,0.0,0.0,257.0,0.0,False,0.0,
1126,nsqip_calcium_checked,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,945,91.307,True,False,False,False,Yes | No/unknown,2.0,945.0,0.0,0.0,945.0,1.0,False,0.0,
1127,nsqip_pth_checked,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,943,91.326,True,False,False,False,Yes | No/unknown,2.0,943.0,0.0,0.0,943.0,1.0,False,0.0,
1128,nsqip_calcium_vitd_replacement,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,945,91.307,True,False,False,False,Yes-oral calcium pills | Yes-both oral calcium and oral vitamin D pills | Yes-oral vitamin D pills | No-no calcium or vitamin D pills,4.0,945.0,0.0,0.0,945.0,0.0,False,0.0,
1129,nsqip_calcium_vitd_last_check,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,257,97.636,True,False,False,False,Yes-oral calcium pills | Yes-oral vitamin D pills | No-no calcium or vitamin D pills | Yes-both oral calcium and oral vitamin D | Unknown,5.0,257.0,0.0,0.0,257.0,0.0,False,0.0,
1130,nsqip_hypocalcemia_last_check,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,257,97.636,False,False,False,False,No | Unknown | Yes,3.0,257.0,0.0,0.0,257.0,2.0,False,0.0,
1131,nsqip_rln_injury,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,946,91.298,False,False,False,False,No | Yes-hoarseness/vocal cord dysfunction; laryngoscopy confirms | Yes-hoarseness/vocal cord dysfunction; no confirmatory test | No - persisetently hoarse but laryngoscopy demonstrates normal function | Unknown,6.0,946.0,0.0,0.0,946.0,1.0,False,0.0,
1132,nsqip_neck_hematoma,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,946,91.298,False,False,False,False,"No | Yes-hematoma noted, additional intervention | Unknown | Yes-hematoma noted, additional observation/extended LOS | Yes-other intervention not specified",7.0,946.0,0.0,0.0,946.0,1.0,False,0.0,
1133,nsqip_hospital_los_days,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,False,False,0 | 1 | 14 | 5 | 2,,,,,,,,,
1134,nsqip_surgical_los_days,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,False,False,0 | 1 | 10 | 5 | 2,,,,,,,,,
1135,nsqip_discharge_destination,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1248,88.52,False,False,False,False,Home/Permanent residence | Other facility | Home | Facility which was home | Rehab,6.0,1248.0,0.0,0.0,1248.0,0.0,False,0.0,
1136,nsqip_death_30d,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1245,88.548,False,False,False,False,No | Yes,2.0,1245.0,0.0,0.0,1245.0,2.0,True,0.0,
1137,nsqip_unplanned_return_or,DOUBLE,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,DOUBLE,True,10871,11,99.899,False,False,False,False,1.0,,,,,,,,,
1138,nsqip_operative_duration_min,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,True,False,False,False,105 | 98 | 94 | 97 | 197,,,,,,,,,
1139,nsqip_inpatient_outpatient,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,Outpatient | Inpatient,2.0,1261.0,0.0,0.0,1261.0,0.0,False,0.0,
1140,nsqip_cpt_code,BIGINT,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,BIGINT,True,10871,1261,88.4,False,False,False,False,60271 | 60240 | 60260 | 60252 | 60254,,,,,,,,,
1141,nsqip_cpt_description,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,"Thyroidectomy, including substernal thyroid; cervical approach | Thyroidectomy, total or complete | Thyroidectomy, removal of all remaining thyroid tissue following previous remov… | Thyroidectomy, total or subtotal for malignancy; with limited neck dissection | Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",6.0,1261.0,0.0,0.0,1261.0,0.0,False,0.0,
1142,nsqip_primary_indication,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,944,91.316,False,False,False,False,"Single Nodule or Neoplasm / Single Nodule Goiter | Graves Disease | Goiter, multinodular | Known differentiated malignancy | Completion for malignancy",12.0,944.0,0.0,0.0,944.0,0.0,False,0.0,
1143,nsqip_operative_approach,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,494,95.456,False,False,False,False,Open (planned),1.0,494.0,0.0,0.0,494.0,0.0,False,0.0,
1144,nsqip_central_neck_dissection,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,946,91.298,False,False,False,False,No | Yes | Unknown,3.0,946.0,0.0,0.0,946.0,2.0,False,0.0,
1145,nsqip_lateral_neck_dissection,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,257,97.636,False,False,False,False,No | Yes,2.0,257.0,0.0,0.0,257.0,2.0,True,0.0,
1146,nsqip_vessel_sealant,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,690,93.653,False,False,False,False,Yes | No,2.0,690.0,0.0,0.0,690.0,2.0,True,0.0,
1147,nsqip_rln_monitoring,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,944,91.316,False,False,False,False,Yes | No,2.0,944.0,0.0,0.0,944.0,2.0,True,0.0,
1148,nsqip_drain_usage,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,950,91.261,False,False,False,False,Yes | No,2.0,950.0,0.0,0.0,950.0,2.0,True,0.0,
1149,nsqip_tobacco_use,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,No | Yes,2.0,1261.0,0.0,0.0,1261.0,2.0,True,0.0,
1150,nsqip_heart_failure,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,No | Yes,2.0,1261.0,0.0,0.0,1261.0,2.0,True,0.0,
1151,nsqip_copd,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,VARCHAR,True,10871,1261,88.4,False,False,False,False,No | Yes,2.0,1261.0,0.0,0.0,1261.0,2.0,True,0.0,
