ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
1171,nsqip_surgery_finish_time,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,1261,1261,0,0,0,1,0,88.4,0.079,100.0,high_cardinality_text,treatment,False,0,0
1181,nsqip_final_pathology,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10614,257,46,46,0,14,257,88,0,97.636,34.241,17.899,high_cardinality_text,other,False,0,0
1182,nsqip_t_classification,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10502,369,11,11,0,0,369,121,0,96.606,32.791,2.981,controlled_vocab_candidate,other,True,2,2
1183,nsqip_multifocal,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10502,369,3,3,0,167,369,202,0,96.606,54.743,0.813,controlled_vocab_candidate,other,True,0,2
1184,nsqip_n_classification,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10501,370,7,7,0,0,370,102,0,96.596,27.568,1.892,controlled_vocab_candidate,other,True,0,0
1187,nsqip_m_classification,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10550,321,3,3,0,0,321,295,0,97.047,91.9,0.935,controlled_vocab_candidate,other,True,1,1
1188,nsqip_neoplasm,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10180,691,2,2,0,0,691,442,0,93.644,63.965,0.289,controlled_vocab_candidate,other,True,0,0
1189,nsqip_neoplasm_type,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10429,442,9,9,0,0,442,238,0,95.934,53.846,2.036,controlled_vocab_candidate,other,True,3,3
1190,nsqip_prior_neck_surgery,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9927,944,6,6,0,0,944,788,0,91.316,83.475,0.636,controlled_vocab_candidate,treatment,True,0,0
1191,nsqip_preop_biopsy_result,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10007,864,10,10,0,0,864,312,0,92.052,36.111,1.157,controlled_vocab_candidate,other,True,0,0
1192,nsqip_molecular_testing,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10624,247,2,2,0,0,247,195,0,97.728,78.947,0.81,controlled_vocab_candidate,molecular,True,0,0
1193,nsqip_molecular_result,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10819,52,4,4,0,0,52,28,0,99.522,53.846,7.692,controlled_vocab_candidate,molecular,True,0,0
1199,nsqip_calcium_vitd_category,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9926,945,4,4,0,0,945,478,0,91.307,50.582,0.423,controlled_vocab_candidate,other,True,0,0
1201,para_removal_intent,VARCHAR,verified,derivation_vs_canonical_parathyroid_patient_rollup_v1,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). Intent + incidental categorical + ingestion provenance; cross-check complication hypopara tier is clinical not identical.,10871,7211,3660,6,6,0,0,0,3237,0,66.332,88.443,0.164,controlled_vocab_candidate,other,True,2,2
1202,para_incidental_status_refined,VARCHAR,verified,derivation_vs_canonical_parathyroid_patient_rollup_v1,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). Intent + incidental categorical + ingestion provenance; cross-check complication hypopara tier is clinical not identical.,10871,7211,3660,3,3,0,0,0,2406,0,66.332,65.738,0.082,possible_enum_review,other,True,0,0
1204,para_abnormality_type,VARCHAR,verified,patient_level_aggregate_parathyroid_per_gland_221b,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). Gland enumeration + cellularity + weight extremes; anchors canonical_parathyroid_events_v1 rollup semantics.,10871,8919,1952,3,3,0,0,0,941,0,82.044,48.207,0.154,controlled_vocab_candidate,other,True,0,0
1211,para_source_workbook,VARCHAR,verified,derivation_vs_canonical_parathyroid_patient_rollup_v1,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). Intent + incidental categorical + ingestion provenance; cross-check complication hypopara tier is clinical not identical.,10871,7211,3660,1,1,0,0,0,3660,0,66.332,100.0,0.027,degenerate_single_value,provenance,True,0,0
1212,para_source_script,VARCHAR,verified,derivation_vs_canonical_parathyroid_patient_rollup_v1,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). Intent + incidental categorical + ingestion provenance; cross-check complication hypopara tier is clinical not identical.,10871,7211,3660,1,1,0,0,0,3660,0,66.332,100.0,0.027,degenerate_single_value,provenance,True,0,0
1214,vital_status,VARCHAR,verified,derivation_vs_canonical_survival_followup_v1,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Patient-grain replay vs canonical_survival_followup_v1 (mig_123/364B); OS metrics anchored first_surgery_date; NULL overall_survival_* where no contact endpoint per builder. vital_status: see CF-mig141-CPM-VITAL-vs-SSOT-PARITY where PM integration precedes label parity with vital_status_current alone.,10871,0,10871,2,2,0,0,0,10679,0,0.0,98.234,0.018,controlled_vocab_candidate,recurrence_survival,True,0,0
1216,death_source,VARCHAR,verified,derivation_vs_canonical_survival_followup_v1,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Patient-grain replay vs canonical_survival_followup_v1 (mig_123/364B); OS metrics anchored first_surgery_date; NULL overall_survival_* where no contact endpoint per builder. vital_status: see CF-mig141-CPM-VITAL-vs-SSOT-PARITY where PM integration precedes label parity with vital_status_current alone.,10871,10679,192,1,1,0,0,0,192,0,98.234,100.0,0.521,degenerate_single_value,recurrence_survival,True,0,0
1222,death_integration_script,VARCHAR,verified,auto_provenance_skip,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Provenance VARCHAR only — death pipeline script tag (integration lineage SSOT via PM build ledger); no row-level rederivation gate.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,recurrence_survival,True,0,0
1224,nsqip_thyroidectomy_source_script,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,provenance,True,0,0
1225,braf_variant_raw,VARCHAR,verified,derivation_vs_canonical_molecular_genetics_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). BRAF: v2 episode flags + variant columns (mig_116) + v7/v11 recovery passthrough; braf_positive_final replay 0-drift vs BOOL_OR(braf_flag) OR braf_recovered_status_v11=positive.,10871,10698,173,2,2,0,0,173,151,0,98.409,87.283,1.156,possible_enum_review,histology,True,0,0
1226,ete_grade_final,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Grade ladder vs mig121 Tier-2 resolved + adjudication precedence per canonical_finalization mapping (ete_grade_final vs ete_grade_final_v2 generations); INT ete_ordinal_worst ordinal-aligned.,10871,6752,4119,6,6,0,0,0,2580,0,62.11,62.637,0.146,controlled_vocab_candidate,other,True,1,1
1231,mol_test_date_source,VARCHAR,verified,commercial_panel_passthrough_afirma_thyroseq,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). mol_*: mig_265 collision family (canonical_molecular_tested_v1 primary for tested/platform counts — archived); molecular_tested_confirmed vs molecular_v2 row presence gap 327 pts (3.0%) expected. TIMESTAMP mol_*_date cols — CF-mig137-PM-MOL-DATE-RETYPE.,10871,10062,809,1,1,0,0,0,809,0,92.558,100.0,0.124,degenerate_single_value,provenance,True,0,0
1232,path_ene_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,9644,1227,60,55,2,1,29,826,4,88.713,67.319,4.482,free_text_or_identifier,other,False,0,0
1233,path_ete_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6796,4075,31,28,0,0,13,3234,3,62.515,79.362,0.687,possible_enum_review,other,True,16,19
1234,path_laterality,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,533,10338,3,3,0,0,0,5571,0,4.903,53.889,0.029,controlled_vocab_candidate,laterality,True,0,0
1237,path_lvi_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,7505,3366,16,16,0,0,1,2575,0,69.037,76.5,0.475,possible_enum_review,other,True,10,10
1238,path_m_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6866,4005,8,6,0,0,1401,2577,2,63.159,64.345,0.15,possible_enum_review,stage,True,2,4
1239,path_pni_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,9433,1438,6,5,0,0,1,1340,1,86.772,93.185,0.348,possible_enum_review,other,True,2,3
1240,path_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6737,4134,11,11,0,0,4134,1881,0,61.972,45.501,0.266,possible_enum_review,stage,True,5,5
1242,path_vascular_invasion_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,7189,3682,19,17,0,0,5,2993,2,66.13,81.287,0.462,possible_enum_review,other,True,11,13
1246,provenance_note,VARCHAR,verified,auto_provenance_skip_audit_metadata_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156g build provenance). Informational stamps / single-value script labels per CF-mig156-VALUE-DEGENERATE-*; TIMESTAMP allowlist OK.,10871,0,10871,1,1,0,0,10871,10871,0,0.0,100.0,0.009,degenerate_single_value,other,True,0,0
1247,rai_assertion_statuses,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429," | mig_142 RAI intent & workflow. Aggregated STRING_AGG / DISTINCT counts from episode row set; rai_intent_v9 version-pinned. | mig_142b: CF-mig142-VALUE-DEGENERATE-UPSTREAM-rai_assertion_statuses — 1 distinct value (""likely_received"") across 35 non-null / 10836 NULL. Extraction-faithful upstream STRING_AGG of episode-level assertion_status — only ""likely_received"" surfaces because the column was rolled out post-episode-promotion and only newer episodes carry it. Real cohort distribution will broaden after Script-22+ assertion-status backfill. Keep verified informational.",10871,10836,35,1,1,0,0,0,35,0,99.678,100.0,2.857,degenerate_single_value,treatment,True,0,0
1249,rai_date_source,VARCHAR,verified,derivation_vs_canonical_rai_treatment_episode_v2_v1,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI cluster. rai_first_days_from_surg 0-drift vs surg_first_date to CAST(rai_first_date AS DATE); rai_max/min_dose_mci match episode extrema when dose non-NULL; rai_date_* meta aligns episode tiers.,10871,10290,581,2,2,0,0,0,548,0,94.656,94.32,0.344,date_or_timestamp_text,treatment,False,0,0
1251,ras_subtype_raw,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10697,174,3,3,0,0,174,99,0,98.399,56.897,1.724,possible_enum_review,molecular,True,0,0
1252,recurrence_date_source,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10689,182,2,2,0,0,0,128,0,98.326,70.33,1.099,date_or_timestamp_text,recurrence_survival,False,0,0
1253,recurrence_site_primary,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10771,100,80,79,38,17,71,9,1,99.08,9.0,79.0,high_cardinality_text,recurrence_survival,False,0,0
1254,recurrence_source,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,8925,1946,2,2,0,0,0,1818,0,82.099,93.422,0.103,possible_enum_review,recurrence_survival,True,0,0
1255,recurrence_type_primary,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,8925,1946,2,2,0,0,0,1818,0,82.099,93.422,0.103,controlled_vocab_candidate,recurrence_survival,True,0,0
1257,resolved_layer_version,VARCHAR,verified,auto_provenance_skip,mig_155_patient_master_risk_scoring_survival_genetics_cluster_20260429, | mig_155 risk-scoring cluster (155h resolved-layer stamp). Build audit metadata; CF-mig155-RESOLVED-LAYER-VERSION-DEGENERATE (single distinct v1). CF-mig155-DATE-RETYPE-CLEAR (resolved_at TIMESTAMP WITH TIME ZONE allowlisted).,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,provenance,True,0,0
1261,source_script,VARCHAR,verified,auto_provenance_skip_audit_metadata_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156g build provenance). Informational stamps / single-value script labels per CF-mig156-VALUE-DEGENERATE-*; TIMESTAMP allowlist OK.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,provenance,True,0,0
1268,vascular_invasion_final,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,7120,3751,4,4,0,0,0,3281,0,65.495,87.47,0.107,controlled_vocab_candidate,other,True,0,0
1335,recurrence_site_text,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,9598,1273,7,7,0,0,0,945,0,88.29,74.234,0.55,controlled_vocab_candidate,recurrence_survival,True,2,2
1357,margin_status_true,VARCHAR,verified,derivation_vs_canonical_path_malignant_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154e margin). Ordinal worst + R-class + margin_status_final resolver; DOUBLE mm triple from synoptic distance feed (CF-mig154-MARGIN-MM-VARCHAR-RETYPE CLEAR). Spot rids 5817/4279/8191/1062/6555.,10871,6915,3956,3,3,0,0,0,3305,0,63.61,83.544,0.076,controlled_vocab_candidate,other,True,0,0
1373,histologic_variants_all,VARCHAR,verified,derivation_vs_canonical_path_malignant_patient_rollup_v1,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157k). histologic_* STRING_AGG + aggressive_variant ladder; dominant_nodule v1 vs v2 drift CF.,10871,7561,3310,275,247,13,13,173,1040,18,69.552,31.42,7.462,high_cardinality_text,histology,False,0,0
1374,histologic_types_all,VARCHAR,verified,derivation_vs_canonical_path_malignant_patient_rollup_v1,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157k). histologic_* STRING_AGG + aggressive_variant ladder; dominant_nodule v1 vs v2 drift CF.,10871,6734,4137,177,145,70,30,3725,2859,21,61.945,69.108,3.505,high_cardinality_text,other,False,0,0
1375,rollup_source_table,VARCHAR,verified,auto_provenance_skip_audit_metadata_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156g build provenance). Informational stamps / single-value script labels per CF-mig156-VALUE-DEGENERATE-*; TIMESTAMP allowlist OK.,10871,2449,8422,1,1,0,0,0,8422,0,22.528,100.0,0.012,degenerate_single_value,provenance,True,0,0
1376,rollup_script_version,VARCHAR,verified,auto_provenance_skip_audit_metadata_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156g build provenance). Informational stamps / single-value script labels per CF-mig156-VALUE-DEGENERATE-*; TIMESTAMP allowlist OK.,10871,2449,8422,1,1,0,0,0,8422,0,22.528,100.0,0.012,degenerate_single_value,provenance,True,0,0
1378,ete_grade_adjudicated,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Grade ladder vs mig121 Tier-2 resolved + adjudication precedence per canonical_finalization mapping (ete_grade_final vs ete_grade_final_v2 generations); INT ete_ordinal_worst ordinal-aligned.,10871,10826,45,4,4,0,0,0,26,0,99.586,57.778,8.889,controlled_vocab_candidate,other,True,0,0
1379,ete_adjudication_confidence,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Patient-grain adjudication fields replay vs mig121 canonical_ete_event_resolved_v1 / ete_adjudication_v1 overlays (Scripts 233/390/265 lineage); VARCHAR provenance cols — no DATE CF.,10871,10826,45,2,2,0,0,0,26,0,99.586,57.778,4.444,possible_enum_review,other,True,0,0
1380,ete_adjudication_evidence,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Patient-grain adjudication fields replay vs mig121 canonical_ete_event_resolved_v1 / ete_adjudication_v1 overlays (Scripts 233/390/265 lineage); VARCHAR provenance cols — no DATE CF.,10871,10826,45,45,45,0,0,43,1,0,99.586,2.222,100.0,free_text_or_identifier,other,False,0,0
1381,ete_adjudication_reasoning,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Patient-grain adjudication fields replay vs mig121 canonical_ete_event_resolved_v1 / ete_adjudication_v1 overlays (Scripts 233/390/265 lineage); VARCHAR provenance cols — no DATE CF.,10871,10826,45,45,45,0,0,45,1,0,99.586,2.222,100.0,high_cardinality_text,other,False,0,0
1382,ete_adjudication_t_adjustment,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Patient-grain adjudication fields replay vs mig121 canonical_ete_event_resolved_v1 / ete_adjudication_v1 overlays (Scripts 233/390/265 lineage); VARCHAR provenance cols — no DATE CF.,10871,10826,45,31,31,0,0,22,14,0,99.586,31.111,68.889,controlled_vocab_candidate,other,True,0,0
1383,ete_grade_final_v2,VARCHAR,verified,derivation_vs_canonical_ete_event_resolved_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Grade ladder vs mig121 Tier-2 resolved + adjudication precedence per canonical_finalization mapping (ete_grade_final vs ete_grade_final_v2 generations); INT ete_ordinal_worst ordinal-aligned.,10871,6752,4119,6,6,0,0,0,2580,0,62.11,62.637,0.146,controlled_vocab_candidate,other,True,1,1
1384,ajcc8_t_stage_v2,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6738,4133,8,8,0,0,4133,1014,0,61.981,24.534,0.194,controlled_vocab_candidate,stage,True,1,1
1385,ajcc8_n_stage_v2,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6734,4137,4,4,0,0,4137,1756,0,61.945,42.446,0.097,controlled_vocab_candidate,stage,True,0,0
1386,ajcc8_n_stage_note,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6734,4137,8,8,0,0,4048,1756,0,61.945,42.446,0.193,controlled_vocab_candidate,stage,True,2,2
1387,ajcc8_m_stage_v2,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,0,10871,2,2,0,0,10871,10717,0,0.0,98.583,0.018,controlled_vocab_candidate,stage,True,0,0
1388,ajcc8_stage_group_v2,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6741,4130,5,5,0,0,4130,3215,0,62.009,77.845,0.121,controlled_vocab_candidate,stage,True,1,1
1390,ajcc7_t_stage,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6741,4130,6,6,0,0,4130,1538,0,62.009,37.24,0.145,controlled_vocab_candidate,stage,True,0,0
1391,ajcc7_n_stage,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6734,4137,4,4,0,0,4137,1756,0,61.945,42.446,0.097,controlled_vocab_candidate,stage,True,0,0
1392,ajcc7_m_stage,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,0,10871,2,2,0,0,10871,10717,0,0.0,98.583,0.018,controlled_vocab_candidate,stage,True,0,0
1393,ajcc7_stage_group,VARCHAR,verified,patient_level_ajcc_overlay_dominant_tumor_mig266b_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). AJCC7/8 + dominant tumor staging columns vs mig_266b manuscript adjudication spine.,10871,6989,3882,6,6,0,0,3882,2333,0,64.29,60.098,0.155,controlled_vocab_candidate,stage,True,0,0
1395,ajcc7_missing_components,VARCHAR,verified,derivation_ajcc_calculability_check,mig_143_patient_master_small_clusters_bundle_20260429, | mig_143 AJCC-component shard STRING_AGG payloads; **`ajcc8_calculable_flag` NOT naive “(T+N+M+age) ALL non-null”** — see CF-mig143-AJCC8-CALC-NOT-NAIVE4 vs naive probe **112**. Ordering-independent equality via list_sort/tokenizer on CSV-style missing lists.,10871,4127,6744,3,3,0,0,6744,6731,0,37.963,99.807,0.044,possible_enum_review,stage,True,1,1
1396,stage_migration_7_to_8,VARCHAR,verified,staging_notes_heterogeneity_flags_and_nlp_synoptic_cluster,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). Stage discordance migration notes + NLP synoptic/histology mentions rollup.,10871,9336,1535,10,10,0,0,1535,540,0,85.88,35.179,0.651,controlled_vocab_candidate,stage,True,1,1
1402,n_surgeries_source,VARCHAR,verified,derivation_vs_canonical_upstream_counters_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156a N-counts). Per-feed COUNT aggregates + surgery-count lineage; v2 sibling cols vs legacy feeders per CF-mig156-N-*-V1-V2-* + FNA episode drift CF in header.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,provenance,True,0,0
1406,recurrence_evidence_type,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10682,189,3,3,0,0,0,118,0,98.261,62.434,1.587,possible_enum_review,recurrence_survival,True,0,0
