catalog,schema,object_name,table_type,classification,row_count,patient_key,origin_key,time_key,linkage_key,build_release_key,overall_verdict,missing_fields,substitutes,gap_kind,remediation,sql_file
Thyroid 2026,v2_stage,note_entities_llm_parathyroid_per_gland,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_parathyroid_per_gland__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_past_medical_hx,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_past_medical_hx__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_past_surgical_hx,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_past_surgical_hx__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_pathology,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_pathology__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_patient_decision_adherence,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_patient_decision_adherence__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_physical_exam,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_physical_exam__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_presenting_symptoms,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_presenting_symptoms__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_problem_list,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_problem_list__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_procedures,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_procedures__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_rad_treatment,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_rad_treatment__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_rai_detailed,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_rai_detailed__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_recurrence,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_recurrence__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_recurrence_detailed,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_recurrence_detailed__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_staging,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_staging__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_survival_followup,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_survival_followup__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_synoptic_pathology_enrichment,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_synoptic_pathology_enrichment__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_tg_kinetics,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_tg_kinetics__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_tirads_granular,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_tirads_granular__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_us_nodule_dynamics,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_us_nodule_dynamics__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_vascular_invasion,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_vascular_invasion__count_nulls.sql
